default,
巨乳スライム,Huge Boobs Slimegirl
[1].相手から精を得たとき発動する。攻撃力500ポイントアップ。,[1]. When this card extracts semen from an opponent; increase this card's attack power by 500 points.
胸の大きさが自慢の下級スライム。男性からエネルギーを吸い取ると一時的に胸が肥大化する。それに比例して与えてくる快楽の量も増えていくため、何体もの男を搾り取ったあとのこのスライムはきわめて危険である。\n,A lesser slime proud of her large breasts. When she absorbs mana from males; her boobs temporarily enlarge. Because this increases the amount of pleasure she can provide; she can become extremely dangerous after draining multiple men.
slime_bigBreastPaizuri,
slime_superBigBreastPaizuri,
エナジーが谷間にたっぷり・・・♪これを吸収してっと・・・❤,There's so much energy in my cleavage...♪ I'll absorb it all...❤
&巨乳立ち絵,
&巨乳立ち絵射精,
&巨乳立ち絵ズーム,
&巨乳パイズリ,
&巨乳パイズリ射精,
うふふ♪すごいでしょ。どんどん大きくできるんだよ❤,Hehe~♪ Isn't it impressive? I can make them even bigger; you know~❤
この特大おっぱいでもっと気持ちよくしてあげるね❤,I'll make you feel even better with my gigantic tits~❤
くすくす❤魅了されちゃって頭のなかとろけちゃったの？,*Giggle*❤ Is your mind melting from being charmed?
おっぱいでとどめ刺してあげるね。ほら・・・❤,I'll finish you off with my boobs. Here it comes...❤
谷間に全部出しちゃっていいよ❤えいえい❤,Feel free to let it all out into my cleavage.❤ Ready? Set~❤
あは、チューされるの、そんなによかった？もうふにゃふにゃじゃない❤,Ahaha~ You really liked getting kissed that much? You're all wobbly now~❤
そんな状態じゃ、わたしのパイズリよけられないね。抵抗できないまま搾り取ってあげる❤,In that state; there's no way you can avoid my titjob. I'll squeeze it all out while you you can't resist~❤
マスターのキスでとろけちゃってるあなたには、パイズリでとどめ❤,After being charmed by my master's kiss; I'll finish you off with a titjob~❤
挟まれるだけで気持ちいいでしょー❤魔物に負けたらたいへんなことになるかもしれないのに腰がうずいちゃう？,Just feeling it trapped between them feels amazing; doesn't it? Even though losing to a monster could lead to something serious; your hips can't help but twitch; can they?❤
だいじょうぶ。何回もぱんぱんっておっぱいでいじめてあげるから、すぐにイっちゃっていいんだよ❤ほら・・・❤,Don't worry. I'll tease you with my breasts over and over; so it's totally fine if you end up cumming right away~❤ Here it comes...❤
何回もぱんぱんっておっぱいでいじめてあげるから、すぐにイっちゃっていいんだよ❤,I'll tease you with my breasts over and over; so it's okay if you end up cumming right away~❤
わたし、おっぱいには自信あるんだー❤,I'm really confident about my boobs~❤
このおっぱいで挟んであげると、みんなすぐにとろけた顔をして、降参しちゃうの。,When I squeeze people with these boobs; they always end up with a melted expression and surrender immediately.
スライムローションでぬるぬるのおちんちん、ズリズリされたらたまらないと思うよ❤,I bet you'll find it irresistible when your cock slides through that slippery slime lotion~❤
おっぱいで挟んであげるね。ほら、よいっしょ。,I'll squeeze you with my boobs; okay? Here I go~
谷間のなかぷるんぷるんで気持ちいいでしょ？ぬるぬるになったおちんちん、たくさんいじめてあげるね❤,Doesn't it feel great being squeezed between my bouncy boobs? Your dick is all slippery now; so I'll tease it a lot; okay?~❤
わたしのおっぱいで気持ちいいことしてあげる❤えい❤,I'll do something pleasurable with my boobs for you~ Here it comes! ❤
えへへ、すごいでしょー。おっきなおっぱいにむぎゅーって挟まれて、おちんちん溶けちゃいそうなんじゃない？,Ehehe~ Isn't this amazing being squeezed between my big boobs? Doesn't it feel like your cock is melting away~?
