default,
ジェミニ,Gemini
F24_paizuriAnime,
　西の鉱山地帯の村で守護者をしているBランクカードマスター。ジェムカードを駆使して下級モンスターの強化から上級モンスターの召喚まで行い、隙が少ない戦い方をする。宝石や貴金属を見て育ったため、それらに愛着を持っているが、宝石は身近にあるものだったので、普通の女性が宝石のアクセサリーを求めてやまないような感覚は、いまいち理解できないと思っている。\n　胸が大きく、それを活かした攻撃が得意。彼女の胸は張りがあるというよりやわらかいタイプで、体を下に向ければ重力に素直に大きく動く。顔でも性器でも挟んでしまえばその柔らかさで完全に包み込んでしまい、あまりの快感で逃れることは困難である。彼女自身は、胸が重たくてめんどうくさいなと思っているが、男性が自分の胸でとろとろになってしまうのを見るのは好きである。,A B-rank cardmaster who serves as a guardian in a village within the western mining district. She utilizes Gem cards to enhance lower-level monsters and summon advanced monsters; employing a battle style with few openings. Having grown up surrounded by gems and precious metals; she holds deep affection for them; but since gemstones were commonplace in her environment; she can't quite understand the typical female obsession with gemstone accessories.\n　Her breasts are large; and she excels at attacks that take advantage of them. Her chest is more soft than firm; and they sway heavily when she leans forward. Whether it's someone's face or a man's genitals; their softness completely envelops whatever they embrace; making escape nearly impossible due to overwhelming pleasure. While she personally finds her heavy breasts bothersome; she enjoys watching men melt under their influence.
あー、無敗のルーキーくんだ～❤\n今日は街でバトルをしているの？\n強いのにそれでも修行に励んで、えらいね～。,Ah! It's the undefeated rookie!~❤ Are you in town today to do battle? You're already so strong; and yet you still strive in your training. You're quite the role model~
わたしはちょっと日向ぼっこっていうか、\nあたたかくてぼーっとしてたの。\nちょうどあなたに会ったし、バトルでもしようかな～。,It's just so nice and warm today I find myself spacing out. I suppose you could say I'm doing a bit of sunbathing. Though since we ran into each other; we should probably battle~
太陽の光が当たると宝石ってキラキラしてきれいなんだよ？\nジェムたちの輝き、見せてあげるね～❤,The way gems sparkle in the sunlight are so pretty; aren't they? I'll give you a good showcase with my monsters; OK?❤
あー、無敗のルーキーくんだ～。\nこの間は負けちゃったけれど、今日はわたしが勝つよ～。,Ah! It's the undefeated rookie! I may have ended up losing last time; but today victory will be mine~
わたしだってBランクマスターだし、\nそう何度も負けないんだから。\n宝石の魅力をたっぷり教えてあげるね～❤,I am a B-rank cardmaster after all; so I don't make a habit of losing. I'll make you fully realize exactly what makes gems so fascinating~❤
あー、無敗のルーキーくんだ～❤\nこの間はわたしに負けれて気持ちよかった？\nくす、言われて思い出しちゃったんだ、顔真っ赤だね❤,Ah! It's the undefeated rookie~❤ Losing to me last time felt really good; huh? *Giggle* You must have realized what I was talking about; because your face turned bright red~❤
おちんちんも大きくなってるし、\n今日もわたしが勝っちゃうかな❤\nおっぱいとか膝とかで気持ちよくイかせてあげるね❤,Your dick is already getting bigger~ Maybe I'll win today as well...❤ My breasts; under my knee... Whatever the method; I'll make you ejaculate nice and good; OK?❤
はうう・・・。やられちゃった。\nやっぱり無敗のルーキーくんは強いね。,Haah... Man you really got me. I guess the undefeated rookie title isn't just for show after all; huh?
都合が合えばまた試合しようね～。\n守護者の仕事を休んでたくさんの人とバトルできるのは、\nこの祭りの時ぐらいだから、結構楽しいんだ～❤,If we get the chance; let's battle again yeah...? Being able to take a break from guardian work to battle so many people because of this festival is pretty fun~❤
うふふ❤今日はわたしの勝ちだったね～❤\n気持ちよさそうにこんなに出しちゃって、\nやっぱり男の子ってずっと我慢しつづけるのは難しいのかな～？,Ufufu.❤ Looks like I won today~❤ Shooting out like that in such a blissful manner... I guess boys really do have a hard time trying to hold it together after all~
都合が合えばまた試合しようね～❤\n守護者の仕事を休んでたくさんの人とバトルできるのは、\nこの祭りの時ぐらいだから、結構楽しいんだ～❤,If we get the chance; let's battle again; yeah?❤ Being able to take a break from guardian work to battle so many people because of this festival is pretty fun~❤
挑戦するために必要なランクポイントに達していません(現在ランクポイント:{ランクポイント})。,You don't have enough rank points to challenge this match. (Current points: {ランクポイント}) 
さあ今日の注目の試合がやってきました！\nそう、無敗のルーキーの、Bランク初試合です！,And now; today's event is about to get underway! That's right; it's the undefeated rookie's first B-rank match!
Ｂランクといえば強豪ひしめく魔のランク。\n最上級モンスターが次々登場するド派手なバトルが繰り広げられます！\n果たしてそんな荒波を彼は乗り越えられるのか！,B-ank is said to be the rank where the competition gets truly fierce. Spectacular battles unfold as top-level monsters appear one after another! Will he be able to overcome the rough seas ahead?
