default,
ゴーレム,Golem
頑丈な体を持つ岩の兵士。胸部を一部分だけ露出させているのは相手を興奮させるため。相手がおっぱいに夢中になり戦意を失ったところで確実にしとめるのを得意戦術としている。,A solider with a sturdy body made of rock. She intentionally leaves her breasts exposed to arouse her opponents. Her preferred gameplan is to make her enemies to obsessed with her breasts; and then finish them off after they lose the will to fight.
[1].召喚に成功したとき発動する。デッキから「{%%10028}」1枚を手札に加える。,[1]. When successfully summoned; add 1 [{%%10028}] from your deck to your hand.
[1].防御状態で攻撃を受けたとき発動する。相手に「おっぱいに弱い」を付与する。\n[2].このカードは「おっぱいに弱い」状態の相手から戦闘ダメージを受けない。,[1]. When this card is attacked while defending; inflicts "Titty Fetish" on the opponent.\n[2]. This card receives no damage from opponents with "Titty Fetish".
ふふ、攻撃しながらどこを見ているのですか？,Ufufu. Where are you looking while attacking me?
ううっ…❤❤,Ooh...❤❤
ここだけずいぶんと柔らかそうですもんね。たっぷり見とれておっぱいにメロメロになってください。\nくすくす❤,This part of me seems particularly soft; doesn't it? Feel free to fixate hard and ogle them as much as you like. *Kuhuhu*
ふふ、あなたも攻撃中おっぱいばかり見ていましたね…❤,Ufufu. Even when you're attacking me; your gaze is still fixated on my breasts...❤
あううっ…❤❤,Aoooh...❤
やっぱりここが気になりますか？\n仲間といっしょにたっぷり見とれて\nおっぱいにメロメロになっていいですよ❤ほら、ほら❤,I knew it. You’re curious about this place here; aren’t you? You can fall head over heels for my boobs and stare at them just like everyone else~❤ *Bounce; bounce*~❤
どうしました？もしかしてわたしの胸に見とれているのですか？,Whatever is the matter? You aren't staring at my tits by any chance; are you?
そんな状態ではまともに武器も使えませんよね。うふふ❤,You can't even use your weapon properly with the state you're in right now. Ufufu~❤
わたしの岩の体に攻撃するにしては、力が入っていませんね。まあ、理由は単純なようですが❤,For someone attacking my rock-hard body; your attacks don't have a lot of force behind them... Though; it's not hard to tell what's got you so distracted.❤
わたしのおっぱいに見とれているんでしょう？ここだけ柔らかそうですものね。くすくす❤,You're admiring my tits; aren't you? This place in particular looks quite soft doesn't it? *Kuhuhu*❤
わたしの胸に挟まれて力が出ませんか？とってもやわらかいですよね。,Does being trapped between my tits make you feel powerless? They're incredibly soft; aren't they?
この胸は防御力を犠牲にしてあえて露出させているんです。その方が男相手の勝率がいいものですから❤,I've deliberately sacrificed my defense in order to expose my breasts like this. The increased win rate against men makes it worth it~❤
胸に夢中になった男はこうして挟んでずり上げてしまえば、抵抗することもできない❤今回も楽勝のようですね。ふふふ❤,Once I give a man's cock an upwards stroke between my breasts like this; they instantly become powerless to stop me~❤ It seems this will be an easy victory again.❤ Fufufu.❤
うふふ、わたしの胸から目が離せませんか？すっかり棒立ちになっていますよ。,Ufufu~ Can't take your eyes off my breasts; can you? I can clearly see your dick is hard and erect~
そんな状態じゃあ、ほら、こんなに簡単に挟めちゃう❤おっぱいで捕まえられちゃいましたね。,If your dick is already like that; then it can be easily trapped between my breasts like this~❤ 
おっぱい好きのあなたは、もう戦う気力なんて湧かないのでしょう？さあ、たくさん扱いてあげますからそのまま果ててしまってください。くすくす❤,A breast lover like you no longer has the will to fight; right? Come; I'll stroke your dick between my breasts over and over until you decide to empty your load for me~ *Kuhuhu*
ふふふ、マスターさんがそんな目で敵のことを見ていていいんですか？おっぱいに釘付けになっているのがバレバレですよ❤,Fufufu. Is it okay to be ogling your enemies like that; Mr. Cardmaster? It's obvious your eyes are glued to my breasts~❤
この胸でパイズリされたいんでしょう？ほら、素直になってください。無抵抗でいればたくさん挟んであげますから。くすくす❤,You want to have your dick massaged between my tits; don't you? Come on; be honest with yourself~ Don't resist; and I'll give your dick a good tittyfucking~ *Kuhuhu*❤
そんな目で敵のことを見ていていいんですか？おっぱいに釘付けになっているのバレバレですよ❤,Fufufu. Is it okay to be ogling your enemies like that? It's obvious your eyes are glued to my breasts~❤
