default,
アーチャー,Archer
EU19_handJobAnime,
弓の扱いに長けた女性の兵士。弓の命中率は高いが筋力は強くないため、あまり威力の高い攻撃はできない。道具の手入れが趣味で彼女の身に着けているものはいつでも新品同様である。\n　器用な手先を活かした手コキが得意。きれいに修繕した手袋で男性を一方的に喘がせることに言い知れぬ喜びを感じている。,A female soldier skilled with a bow. While her accuracy with the bow is excellent; her physical strength isn't very high; so she can't deliver powerful attacks. She also has a hobby of maintaining her equipment; ensuring that everything she wears is always like new.\n\nShe's adept at using her nimble fingers to give extraordinary handjobs; and takes unparalleled pleasure in making men moan helplessly with her meticulously cleaned gloves.
ふふ、手コキ好きなんだ？それじゃもっといいことしてあげる…❤,Fufu; you like handjobs; don't you? Then I'll do something even better for you...❤
もう限界だね。ほら、びゅっびゅっー❤,You're already at your limit; aren't you? Look; fast; rapid strokes.❤
えー、こんなに気持ちいいの振り払っちゃうんだ。もったいなーい。,Eeeh?! You're trying to fight something that feels this good? What a waste.❤
チンポもっとシコシコされたくなかった？言えば続きをしてあげるよ？くすくす❤,Didn't you want your cock to be stroked even more? If you ask nicely; I'll keep going. *Giggle*❤
きゃ、もう、逃げなくったっていいじゃん。チンポしこられて気持ちいいんだからさー。素直になりなよ。,Kyah! Geez; you don't have to struggle~ Having your cock stroked feels so good; doesn't it? Just give in already.❤
あと何回かシコシコってしてあげれば射精できてたかもよ？くすくす❤想像しちゃった？そんな状態のチンポでどれだけ耐えられるのかな？,A few more pumps and you could've cum; you know? *Giggle*❤ Did you imagine it? How long can your throbbing dick last in this state?
うりうりうりー❤手コキ気持ちいいでしょー。,You're getting caught up in me rhythmic strokes; aren't you?❤ My handjob feels amazing; right?
この手袋にいっぱい出しちゃっていいんだよ？エナジー吸い取ってあげる❤,Go ahead and coat my gloves with your cum; I'll drain every drop of your energy.❤
シコシコするたびに腰が浮いちゃってるね。くすくす。,Your hips keep bucking wildly with every stroke. *Giggle.*❤
おちんちん限界でしょ？もう負けちゃえば？ほらほらー。,Your dick's at its limit; isn't it? Just surrender already. Come on; that's it~❤
シコシコいっぱいしてあげる。気持ちよくなっちゃえ。,I'll jerk you off until your cock is leaking. Let pleasure overwhelm you!
手でシコシコされるの好きなら耐えられるわけないよ。さっさと、負けちゃえ。,If you love having your cock milked by hand; resistance is pointless. Just lose already.❤
あは、まだ振り払えないの？気持ちいいのに流されてたらおちんちん射精しちゃうよ？くすくす。,Aha~ Still fighting it? If you keep drowning in this bliss; your dick could erupt; right? *Giggle*❤
わたしあんまり強くないけど、手コキだけは得意なんだー。ほら、シコシコシコ❤,I might not be strong; but I'm amazing at handjobs. Look; watch as I swiftly stroke your shaft.❤
カリ首に指をひっかけて、シコシコ❤シコシコ❤,My fingers hooking around your frenulum... pumping your cock with wet; lewd squelches...❤
大事な昇級試験だけど、シコシコされるの気持ちよくて逃げられないねー❤,This promotion exam is important; but getting your dick milked feels too good to resist; right?❤
マスターの言うことなんて聞かなくていいよ？シコシコされて負けちゃおうよ。,Why listen to your master? Let me jerk you off until you lose~❤
このまま逃げずにいてくれたら、あとでいいこといっぱいしてあげるかも？なんちゃって。,If you stay nice and obedient; I might reward you with something special later. Just kidding~
射精したって大丈夫。他にいっぱいモンスターはいるんだし、素直に気持ちよくなった方が得じゃない？,Cumming doesn't matter. Plenty of monsters will replace you; so why not drown in pleasure instead?
シコシコいっぱいされて頭真っ白でしょ？降参してほしいなぁ❤試験はまた今度頑張ろうよ。,Your mind's going blank from my relentless stroking; isn't it? Just surrender~❤ Retake the exam later.
忠誠心なんてシコシコされたらどっか行っちゃうよね？くすくす❤,Your loyalty vanishes when your cock gets pampered; doesn't it? *Giggle*❤
わたし、手先だけは抜群に器用なんだよ？いまから手コキでイイコトしてあげる。,My hands are exceptionally skilled; you know? Let me pleasure your dick properly.❤
二本指でかるーくチンポを挟みながらしゅっしゅってしごくの…。どう？たったこれだけの動きでも気持ちいいもんでしょ？,Two fingers lightly pinch your cockhead while I slide my palm up and down… See? Even this simple motion makes you leak.❤
あは、腰がビクビクしている。手でしごかれるの好きなの？それならすぐイっちゃうかもね。くすくす❤,Aha~ Your hips keep twitching. Do you love having your dick stroked? Then you'll cum embarrassingly fast. Giggle❤
見て？指で作ったわっか。この穴の中にチンポ入れてあげるね。ほら…。,Look at this ring I made with my fingers. Let me slide your cock inside this tight hole… Hora~❤
しこしこ…❤しこしこ❤ふふ、数回動かしただけで目がとろーんとしちゃってる。手袋手コキ、気持ちいい？,Slick; rhythmic pumps.❤ Squelching; lewd noises.❤ Fufu~ Your eyes glaze over after just a few strokes. My gloved handjob feels divine; doesn't it?❤
されるがままで全然逃げようとしないね。わたしの手コキが気に入ったのならこのまま射精するまでじっとしてなよ。くすくす。,You're not even trying to resist me doing this to you; are you? If you love my handjob this much; then stay still until you cum. *Giggle*❤
剣や魔法がどんなに上手くても、チンポさえ握っちゃえば男の子なんて楽勝。手コキが好きなあなたならなおさらだよね❤,Swords and magic mean nothing once I've got your cock in my grip. For a boy who loves handjobs like you; it's even easier.❤
こんな風に指でしこしこされるとたまんないんでしょ？さっさとイっちゃていいよ？しこしこー❤,Doesn't this finger-pumping drive you wild? Just cum already if you can't take it! You can't resist my fingers moving up and down your dick~❤
二本指でかるーくチンポを挟みながらしゅっしゅってしごくの…。どう？たったこれだけの動きでも気持ちいいでしょ？くすくす。,Two fingers pinching your cockhead; and then smoothly sliding up and down your dick... See? Even this simple motion makes your dick throb; doesn't it? Giggle❤
